"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (AA)"	"V-REGION Nb of AA"	"V-REGION Nb of identical AA"	"V-REGION Nb of AA changes"	"V-REGION +++"	"V-REGION ++-"	"V-REGION +-+"	"V-REGION +--"	"V-REGION -+-"	"V-REGION --+"	"V-REGION ---"	"V-REGION Very similar"	"V-REGION Similar"	"V-REGION Dissimilar"	"V-REGION Very dissimilar"	"FR1-IMGT Nb of positions including IMGT gaps (AA)"	"FR1-IMGT Nb of AA"	"FR1-IMGT Nb of identical AA"	"FR1-IMGT Nb of AA changes"	"FR1-IMGT +++"	"FR1-IMGT ++-"	"FR1-IMGT +-+"	"FR1-IMGT +--"	"FR1-IMGT -+-"	"FR1-IMGT --+"	"FR1-IMGT ---"	"FR1-IMGT Very similar"	"FR1-IMGT Similar"	"FR1-IMGT Dissimilar"	"FR1-IMGT Very dissimilar"	"CDR1-IMGT Nb of positions including IMGT gaps (AA)"	"CDR1-IMGT Nb of AA"	"CDR1-IMGT Nb of identical AA"	"CDR1-IMGT Nb of AA changes"	"CDR1-IMGT +++"	"CDR1-IMGT ++-"	"CDR1-IMGT +-+"	"CDR1-IMGT +--"	"CDR1-IMGT -+-"	"CDR1-IMGT --+"	"CDR1-IMGT ---"	"CDR1-IMGT Very similar"	"CDR1-IMGT Similar"	"CDR1-IMGT Dissimilar"	"CDR1-IMGT Very dissimilar"	"FR2-IMGT Nb of positions including IMGT gaps (AA)"	"FR2-IMGT Nb of AA"	"FR2-IMGT Nb of identical AA"	"FR2-IMGT Nb of AA changes"	"FR2-IMGT +++"	"FR2-IMGT ++-"	"FR2-IMGT +-+"	"FR2-IMGT +--"	"FR2-IMGT -+-"	"FR2-IMGT --+"	"FR2-IMGT ---"	"FR2-IMGT Very similar"	"FR2-IMGT Similar"	"FR2-IMGT Dissimilar"	"FR2-IMGT Very dissimilar"	"CDR2-IMGT Nb of positions including IMGT gaps (AA)"	"CDR2-IMGT Nb of AA"	"CDR2-IMGT Nb of identical AA"	"CDR2-IMGT Nb of AA changes"	"CDR2-IMGT +++"	"CDR2-IMGT ++-"	"CDR2-IMGT +-+"	"CDR2-IMGT +--"	"CDR2-IMGT -+-"	"CDR2-IMGT --+"	"CDR2-IMGT ---"	"CDR2-IMGT Very similar"	"CDR2-IMGT Similar"	"CDR2-IMGT Dissimilar"	"CDR2-IMGT Very dissimilar"	"FR3-IMGT Nb of positions including IMGT gaps (AA)"	"FR3-IMGT Nb of AA"	"FR3-IMGT Nb of identical AA"	"FR3-IMGT Nb of AA changes"	"FR3-IMGT +++"	"FR3-IMGT ++-"	"FR3-IMGT +-+"	"FR3-IMGT +--"	"FR3-IMGT -+-"	"FR3-IMGT --+"	"FR3-IMGT ---"	"FR3-IMGT Very similar"	"FR3-IMGT Similar"	"FR3-IMGT Dissimilar"	"FR3-IMGT Very dissimilar"	"CDR3-IMGT Nb of positions including IMGT gaps (AA)"	"CDR3-IMGT Nb of AA"	"CDR3-IMGT Nb of identical AA"	"CDR3-IMGT Nb of AA changes"	"CDR3-IMGT +++"	"CDR3-IMGT ++-"	"CDR3-IMGT +-+"	"CDR3-IMGT +--"	"CDR3-IMGT -+-"	"CDR3-IMGT --+"	"CDR3-IMGT ---"	"CDR3-IMGT Very similar"	"CDR3-IMGT Similar"	"CDR3-IMGT Dissimilar"	"CDR3-IMGT Very dissimilar"	""
740	">1806_@M02381:30:000000000-AUCBB:1:1101:21319:7537"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
741	">1807_@M02381:30:000000000-AUCBB:1:1101:16303:7539"	"productive"	"Homsap TRBV11-2*01 F"	"108"	"66"	"63"	"3"	"0"	"0"	"0"	"2"	"0"	0	"1"	"0"	"0"	"2"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"16"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"36"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	0	1	1	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
742	">1808_@M02381:30:000000000-AUCBB:1:1101:10333:7541"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
743	">1812_@M02381:30:000000000-AUCBB:1:1101:22095:7549"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
744	">1813_@M02381:30:000000000-AUCBB:1:1101:21043:7554"	"productive"	"Homsap TRBV29-1*01 F"	"105 (81)"	"64 (66)"	"60 (61)"	"4 (5)"	"0"	"1"	"0"	"1"	"0"	0	"2 (3)"	"0"	"1"	"1"	"2 (3)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"16"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"10"	"7"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"39"	"38"	"37"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	1	0	0	"27 (3)"	"1 (3)"	"1 (2)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
745	">1815_@M02381:30:000000000-AUCBB:1:1101:13546:7557"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
746	">1817_@M02381:30:000000000-AUCBB:1:1101:4297:7562"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
747	">1818_@M02381:30:000000000-AUCBB:1:1101:12863:7562"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
748	">1820_@M02381:30:000000000-AUCBB:1:1101:13859:7567"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
749	">1821_@M02381:30:000000000-AUCBB:1:1101:12170:7567"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
750	">1822_@M02381:30:000000000-AUCBB:1:1101:24653:7568"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
751	">1823_@M02381:30:000000000-AUCBB:1:1101:9774:7568"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
752	">1825_@M02381:30:000000000-AUCBB:1:1101:26805:7569"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
753	">1826_@M02381:30:000000000-AUCBB:1:1101:21875:7571"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
754	">1828_@M02381:30:000000000-AUCBB:1:1101:15887:7576"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
755	">1830_@M02381:30:000000000-AUCBB:1:1101:6581:7576"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
756	">1832_@M02381:30:000000000-AUCBB:1:1101:12532:7585"	"productive"	"Homsap TRBV18*01 F"	"106 (82)"	"64 (66)"	"64 (65)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	0	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
757	">1833_@M02381:30:000000000-AUCBB:1:1101:22922:7589"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
758	">1835_@M02381:30:000000000-AUCBB:1:1101:14359:7599"	"productive"	"Homsap TRBV12-3*01 F"	"104 (82)"	"62 (66)"	"57 (60)"	"5 (6)"	"0"	"0 (1)"	"2"	"2"	"1"	0	"0"	"0"	"0 (1)+2"	"3"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"35"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	1	2	0	"26 (4)"	"0 (4)"	"0 (3)"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)+0"	"0"	"0"	NA
759	">1836_@M02381:30:000000000-AUCBB:1:1101:14717:7605"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
760	">1837_@M02381:30:000000000-AUCBB:1:1101:26013:7608"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
761	">1839_@M02381:30:000000000-AUCBB:1:1101:24050:7618"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
762	">1841_@M02381:30:000000000-AUCBB:1:1101:26618:7623"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"62"	"2 (4)"	"0"	"0"	"1"	"1"	"0 (1)"	0	"0 (1)"	"0"	"1"	"1+0 (1)+0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0+0 (1)+0"	"0 (1)"	NA
763	">1843_@M02381:30:000000000-AUCBB:1:1101:26205:7623"	"unknown"	"Homsap TRBV4-1*01 F, or Homsap TRBV4-1*02 (F)"	"104"	"61"	"32"	"29"	"0"	"1"	"4"	"8"	"3"	0	"13"	"0"	"5"	"11"	"13"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"17"	"17"	"1"	"16"	"0"	"0"	"2"	"5"	"2"	"0"	"7"	"0"	2	7	7	"10"	"6"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	0	0	3	"39"	"37"	"28"	"9"	"0"	"1"	"1"	"3"	"1"	"0"	"3"	"0"	2	4	3	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	""	""	NA
764	">1844_@M02381:30:000000000-AUCBB:1:1101:19177:7624"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
765	">1847_@M02381:30:000000000-AUCBB:1:1101:23124:7636"	"productive"	"Homsap TRBV6-6*02 F"	"107 (82)"	"64 (65)"	"60"	"4 (5)"	"1"	"0"	"0"	"2"	"0"	0	"1 (2)"	"1"	"0"	"2"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"15"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	0	1	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"36"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
766	">1852_@M02381:30:000000000-AUCBB:1:1101:14253:7651"	"productive"	"Homsap TRBV6-1*01 F"	"107 (82)"	"66 (67)"	"63"	"3 (4)"	"0"	"0"	"0"	"1 (2)"	"0"	0	"2"	"0"	"0"	"1 (2)+0+0"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"3"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	0	1	2	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0 (1)+0+0"	"0"	NA
767	">1853_@M02381:30:000000000-AUCBB:1:1101:14060:7651"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
768	">1854_@M02381:30:000000000-AUCBB:1:1101:14750:7654"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
769	">1857_@M02381:30:000000000-AUCBB:1:1101:6063:7660"	"unknown"	"Homsap TRBV6-6*01 F, or Homsap TRBV6-6*03 (F)"	"104"	"61"	"35"	"26"	"0"	"1"	"3"	"6"	"3"	0	"13"	"0"	"4"	"9"	"13"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"2"	"15"	"0"	"1"	"1"	"4"	"2"	"0"	"7"	"0"	2	6	7	"10"	"6"	"1"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	1	0	4	"39"	"37"	"32"	"5"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	1	3	1	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	""	""	NA
770	">1858_@M02381:30:000000000-AUCBB:1:1101:6578:7662"	"productive"	"Homsap TRBV28*01 F"	"107 (82)"	"64 (65)"	"62"	"2 (3)"	"0"	"0"	"0 (1)"	"0"	"1"	0	"1"	"0"	"0+0 (1)"	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"16"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	0	1	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0+0 (1)"	"0"	"0"	NA
771	">1860_@M02381:30:000000000-AUCBB:1:1101:4418:7666"	"productive"	"Homsap TRBV12-3*01 F"	"108"	"66"	"64"	"2"	"0"	"0"	"1"	"1"	"0"	0	"0"	"0"	"1"	"1"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
772	">1861_@M02381:30:000000000-AUCBB:1:1101:19526:7668"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"56 (58)"	"8"	"0"	"1"	"2"	"3"	"0"	0	"2"	"0"	"3"	"3"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"32"	"6"	"0"	"1"	"1"	"2"	"0"	"0"	"2"	"0"	2	2	2	"28 (4)"	"2 (4)"	"2 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
773	">1866_@M02381:30:000000000-AUCBB:1:1101:7500:7676"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
774	">1868_@M02381:30:000000000-AUCBB:1:1101:9980:7680"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
